Id,Time,heart_rate,steps,calories
2022484408,2016-04-01 07:00:00,100.3265306122449,123.0,78.0
2022484408,2016-04-01 08:00:00,71.39641943734016,440.0,115.0
2022484408,2016-04-01 09:00:00,121.20532319391636,4994.0,427.0
2022484408,2016-04-01 10:00:00,97.12977099236642,2926.0,248.0
2022484408,2016-04-01 11:00:00,90.0,0.0,62.0
2022484408,2016-04-01 14:00:00,126.46,127.0,137.0
2022484408,2016-04-01 15:00:00,74.87350835322195,388.0,107.0
2022484408,2016-04-01 16:00:00,81.162100456621,1932.0,180.0
2022484408,2016-04-01 17:00:00,89.09466019417475,1287.0,191.0
2022484408,2016-04-01 18:00:00,76.57519788918206,810.0,139.0
2022484408,2016-04-01 19:00:00,79.82162162162162,371.0,118.0
2022484408,2016-04-01 20:00:00,81.26431718061674,205.0,96.0
2022484408,2016-04-02 09:00:00,64.76315789473684,39.0,67.0
2022484408,2016-04-02 10:00:00,65.90078328981723,124.0,77.0
2022484408,2016-04-02 11:00:00,66.02985074626865,259.0,89.0
2022484408,2016-04-02 12:00:00,76.4009111617312,1151.0,153.0
2022484408,2016-04-02 13:00:00,77.49350649350649,481.0,121.0
2022484408,2016-04-02 14:00:00,73.282722513089,578.0,111.0
2022484408,2016-04-02 15:00:00,77.7421052631579,682.0,141.0
2022484408,2016-04-02 16:00:00,74.89858490566037,524.0,114.0
2022484408,2016-04-02 17:00:00,63.03598971722365,93.0,80.0
2022484408,2016-04-02 18:00:00,72.98151950718686,933.0,149.0
2022484408,2016-04-02 19:00:00,73.33937823834196,441.0,110.0
2022484408,2016-04-02 20:00:00,72.77160493827161,172.0,82.0
2022484408,2016-04-03 08:00:00,110.4688995215311,2282.0,205.0
2022484408,2016-04-03 09:00:00,81.18677042801556,1331.0,176.0
2022484408,2016-04-03 10:00:00,70.09690721649484,908.0,138.0
2022484408,2016-04-03 11:00:00,70.39265536723164,413.0,112.0
2022484408,2016-04-03 12:00:00,70.05820105820106,254.0,95.0
2022484408,2016-04-03 13:00:00,69.55882352941177,83.0,73.0
2022484408,2016-04-03 14:00:00,74.4622641509434,449.0,103.0
2022484408,2016-04-03 15:00:00,76.61904761904762,1466.0,166.0
2022484408,2016-04-03 16:00:00,67.30588235294118,563.0,110.0
2022484408,2016-04-03 17:00:00,77.71046770601336,1576.0,166.0
2022484408,2016-04-03 18:00:00,63.544600938967136,359.0,91.0
2022484408,2016-04-03 19:00:00,84.65105386416862,1203.0,194.0
2022484408,2016-04-03 20:00:00,61.062745098039215,257.0,82.0
2022484408,2016-04-04 09:00:00,67.91545189504373,318.0,100.0
2022484408,2016-04-04 10:00:00,75.04008438818565,1167.0,155.0
2022484408,2016-04-04 11:00:00,91.7124183006536,5742.0,347.0
2022484408,2016-04-04 12:00:00,70.91706161137441,472.0,105.0
2022484408,2016-04-04 13:00:00,74.29977628635346,640.0,119.0
2022484408,2016-04-04 14:00:00,67.4375,292.0,91.0
2022484408,2016-04-04 15:00:00,71.64719626168224,786.0,120.0
2022484408,2016-04-04 16:00:00,100.46781115879828,3118.0,298.0
2022484408,2016-04-04 17:00:00,90.31553398058253,1268.0,187.0
2022484408,2016-04-04 18:00:00,71.78518518518518,696.0,117.0
2022484408,2016-04-04 19:00:00,74.8498727735369,776.0,127.0
2022484408,2016-04-04 20:00:00,71.775,38.0,68.0
2022484408,2016-04-05 07:00:00,83.75,230.0,93.0
2022484408,2016-04-05 08:00:00,74.58206106870229,1042.0,142.0
2022484408,2016-04-05 09:00:00,74.16016427104722,984.0,143.0
2022484408,2016-04-05 10:00:00,105.75356415478615,1423.0,329.0
2022484408,2016-04-05 11:00:00,98.32822757111597,1100.0,230.0
2022484408,2016-04-05 12:00:00,74.73614775725594,151.0,86.0
2022484408,2016-04-05 13:00:00,72.98830409356725,153.0,81.0
2022484408,2016-04-05 14:00:00,95.70089285714286,2003.0,248.0
2022484408,2016-04-05 15:00:00,76.85211267605634,549.0,129.0
2022484408,2016-04-05 16:00:00,84.70678336980306,1414.0,181.0
2022484408,2016-04-05 17:00:00,75.23244552058111,582.0,115.0
2022484408,2016-04-05 18:00:00,82.3875,680.0,149.0
2022484408,2016-04-05 19:00:00,80.58,365.0,112.0
2022484408,2016-04-05 20:00:00,86.2051282051282,129.0,76.0
2022484408,2016-04-06 07:00:00,82.0,0.0,62.0
2022484408,2016-04-06 08:00:00,86.28333333333333,268.0,89.0
2022484408,2016-04-06 09:00:00,125.00854700854701,4630.0,424.0
2022484408,2016-04-06 10:00:00,77.04109589041096,595.0,116.0
2022484408,2016-04-06 11:00:00,68.97129186602871,439.0,102.0
2022484408,2016-04-06 12:00:00,77.93145161290323,1739.0,169.0
2022484408,2016-04-06 13:00:00,76.48210023866348,1001.0,130.0
2022484408,2016-04-06 14:00:00,84.19545454545455,1404.0,181.0
2022484408,2016-04-06 15:00:00,77.24009324009324,804.0,138.0
2022484408,2016-04-06 16:00:00,75.26842105263158,646.0,113.0
2022484408,2016-04-06 17:00:00,80.78823529411764,840.0,145.0
2022484408,2016-04-06 18:00:00,88.48243992606285,2097.0,223.0
2022484408,2016-04-06 19:00:00,78.91648822269808,709.0,133.0
2022484408,2016-04-06 20:00:00,74.97157622739019,182.0,82.0
2022484408,2016-04-06 21:00:00,86.08333333333333,38.0,66.0
2022484408,2016-04-07 08:00:00,82.73333333333333,193.0,80.0
2022484408,2016-04-07 09:00:00,106.65983606557377,4868.0,375.0
2022484408,2016-04-07 10:00:00,107.6432865731463,4157.0,350.0
2022484408,2016-04-07 11:00:00,94.98405466970387,1775.0,222.0
2022484408,2016-04-07 12:00:00,86.6376811594203,1156.0,161.0
2022484408,2016-04-07 13:00:00,86.00294117647059,778.0,150.0
2022484408,2016-04-07 14:00:00,99.54166666666667,2105.0,258.0
2022484408,2016-04-07 15:00:00,81.73385012919897,618.0,129.0
2022484408,2016-04-07 16:00:00,86.86754966887418,717.0,126.0
2022484408,2016-04-07 17:00:00,87.30618892508143,717.0,147.0
2022484408,2016-04-07 18:00:00,79.53615960099751,346.0,109.0
2022484408,2016-04-07 19:00:00,77.00997506234414,258.0,97.0
2022484408,2016-04-07 20:00:00,84.44444444444444,559.0,133.0
2022484408,2016-04-08 06:00:00,79.25,25.0,72.0
2022484408,2016-04-08 07:00:00,79.15418502202643,865.0,144.0
2022484408,2016-04-08 08:00:00,80.77351247600768,1532.0,170.0
2022484408,2016-04-08 09:00:00,114.38376383763837,4934.0,384.0
2022484408,2016-04-08 10:00:00,84.20276497695852,399.0,107.0
2022484408,2016-04-08 11:00:00,83.83157894736843,549.0,112.0
2022484408,2016-04-08 12:00:00,84.92922374429224,1181.0,168.0
2022484408,2016-04-08 13:00:00,74.47201946472019,336.0,96.0
2022484408,2016-04-08 14:00:00,74.82997762863535,432.0,107.0
2022484408,2016-04-08 15:00:00,78.71566265060241,645.0,128.0
2022484408,2016-04-08 16:00:00,75.70967741935483,422.0,109.0
2022484408,2016-04-08 17:00:00,77.92663043478261,696.0,123.0
2022484408,2016-04-08 18:00:00,70.70426065162907,300.0,101.0
2022484408,2016-04-08 19:00:00,76.0320197044335,548.0,117.0
2022484408,2016-04-08 20:00:00,81.14953271028037,159.0,79.0
2022484408,2016-04-09 05:00:00,81.88785046728972,560.0,125.0
2022484408,2016-04-09 06:00:00,76.47210300429184,1066.0,136.0
2022484408,2016-04-09 07:00:00,110.82186234817814,5660.0,411.0
2022484408,2016-04-09 08:00:00,96.82278481012658,1951.0,234.0
2022484408,2016-04-09 09:00:00,89.28953771289538,1206.0,167.0
2022484408,2016-04-09 10:00:00,87.09273182957394,1091.0,175.0
2022484408,2016-04-09 11:00:00,74.20518867924528,636.0,121.0
